,id,lat,lon,name,location_type,pm_2.5,temp_f,temp_c,humidity,pressure,last_seen,model,hidden,flagged,downgraded,age,is_owner,10min_avg,30min_avg,1hour_avg,6hour_avg,1day_avg,1week_avg,fips_id
5905,110634,32.332482,-106.74306,"Highrange, Las Cruces",outside,0.23,64.0,17.77777777777778,21.0,880.94,2022-02-12 21:40:19,PMS5003+PMS5003+BME280,False,False,False,1,False,0.5,2.8,4.17,2.66,2.61,3.93,350130012014177
5906,89489,37.915358,-122.097233,Highridge Court,inside,3.38,76.0,24.444444444444446,35.0,1000.61,2022-02-12 21:40:15,PMS5003+PMS5003+BME280,False,False,False,1,False,4.06,5.03,5.26,5.63,4.96,4.28,060133400026027
5907,76511,33.766843,-118.381597,Highridge Park,outside,0.88,87.0,30.55555555555556,10.0,978.51,2022-02-12 21:40:38,PMS5003+PMS5003+BME280,False,False,False,0,False,0.7,0.8,0.91,0.92,0.9,4.87,060376704061000
5908,112802,37.450792,-121.904031,HighSchool,inside,5.15,79.0,26.11111111111111,30.0,1019.33,2022-02-12 21:39:28,PMS5003+PMS5003+BME280,False,False,False,1,False,8.19,8.02,6.13,2.36,1.83,2.79,060855044211006
5909,72911,38.668451,-122.808924,Highway 128,outside,6.88,78.0,25.55555555555556,33.0,1012.72,2022-02-12 21:40:21,PMS5003+PMS5003+BME280,False,False,False,1,False,7.97,7.2,7.78,8.69,7.07,8.43,060971541004024
5910,19257,37.061959,-122.067546,Hihn Road,outside,6.23,78.0,25.55555555555556,27.0,997.78,2022-02-12 21:41:06,PMS5003+PMS5003+BME280,False,False,False,0,False,6.11,6.15,6.24,6.73,7.19,9.36,060871206005004
5911,56353,37.451574,-122.129825,Hilbar Ln.,outside,29.63,79.0,26.11111111111111,32.0,1019.83,2022-02-12 21:40:34,PMS5003+PMS5003+BME280,False,False,False,0,False,28.21,26.35,24.21,17.95,13.97,17.18,060855111001005
5912,38337,38.670536,-121.096831,Hildebrand Circle,outside,6.39,84.0,28.88888888888889,23.0,1000.86,2022-02-12 21:40:56,PMS5003+PMS5003+BME280,False,False,False,0,False,6.7,7.57,7.98,11.52,14.78,17.26,060670085121000
5913,21645,37.87902,-122.25789,Hilgard & Le Roy,outside,29.26,88.0,31.111111111111114,27.0,1002.7,2022-02-12 21:39:43,PMS5003+PMS5003+BME280,False,False,False,1,False,31.08,32.81,32.53,21.65,13.81,14.56,060014225001001
5914,72985,34.143446,-118.19364,Hill dr.,inside,13.78,82.0,27.77777777777778,20.0,992.18,2022-02-12 21:40:30,PMS5003+PMS5003+BME280,False,False,False,0,False,11.94,9.63,7.28,3.23,7.27,9.17,060371810001012
5915,56109,34.143805,-118.217934,Hill Dr.,outside,0.16,100.0,37.77777777777778,6.0,991.79,2022-02-12 21:40:26,PMS5003+PMS5003+BME280,False,False,False,0,False,0.15,0.24,0.45,1.86,2.36,8.19,060371810002014
5916,49395,32.90162,-96.77221,Hill Haven Heights,inside,0.0,88.0,31.111111111111114,15.0,1011.88,2022-02-12 21:40:27,PMS5003+PMS5003+BME280,False,False,False,0,False,0.0,0.06,0.24,2.2,2.82,4.42,481130131011016
5917,115937,38.856822,-123.638833,Hill House,outside,3.6,95.0,35.0,18.0,1008.52,2022-02-12 21:41:13,PMS5003+PMS5003+BME280,False,False,False,0,False,2.35,1.86,1.46,2.0,2.6,2.29,060450111022112
5918,67203,37.932352,-122.530872,Hill Top,outside,27.75,75.0,23.88888888888889,37.0,1016.29,2022-02-12 21:40:58,PMS5003+PMS5003+BME280,False,False,False,0,False,25.89,23.91,23.33,15.69,10.56,12.08,060411200001015
5919,110624,37.64787,-121.853168,Hill Top Pleasanton,outside,36.05,76.0,24.444444444444446,35.0,998.22,2022-02-12 21:40:14,PMS5003+PMS5003+BME280,False,False,False,1,False,36.33,35.52,32.87,21.69,14.18,17.14,060014507013007
