name,pm_2.5,temp_f,model,hidden,flagged,downgraded,age,is_owner,1week_avg,fips_id,STATEFP,COUNTYFP,TRACTCE,BLKGRPCE,CSA,CSA_Name,CBSA,CBSA_Name,CBSA_POP,CBSA_EMP,CBSA_WRK,Ac_Total,Ac_Water,Ac_Land,Ac_Unpr,TotPop,CountHU,HH,P_WrkAge,Pct_AO0,Pct_AO1,Pct_AO2p,Workers,R_LowWageWk,R_MedWageWk,R_HiWageWk,R_PCTLOWWAGE,TotEmp,E5_Ret,E5_Off,E5_Ind,E5_Svc,E5_Ent,E8_Ret,E8_off,E8_Ind,E8_Svc,E8_Ent,E8_Ed,E8_Hlth,E8_Pub,E_LowWageWk,E_MedWageWk,E_HiWageWk,E_PctLowWage,D1A,D1B,D1C,D1C5_RET,D1C5_OFF,D1C5_IND,D1C5_SVC,D1C5_ENT,D1C8_RET,D1C8_OFF,D1C8_IND,D1C8_SVC,D1C8_ENT,D1C8_ED,D1C8_HLTH,D1C8_PUB,D1D,D2A_JPHH,D2B_E5MIX,D2B_E5MIXA,D2B_E8MIX,D2B_E8MIXA,D2A_EPHHM,D2C_TRPMX1,D2C_TRPMX2,D2C_TRIPEQ,D2R_JOBPOP,D2R_WRKEMP,D2A_WRKEMP,D2C_WREMLX,D3A,D3AAO,D3AMM,D3APO,D3B,D3BAO,D3BMM3,D3BMM4,D3BPO3,D3BPO4,D4A,D4B025,D4B050,D4C,D4D,D4E,D5AR,D5AE,D5BR,D5BE,D5CR,D5CRI,D5CE,D5CEI,D5DR,D5DRI,D5DE,D5DEI,D2A_Ranked,D2B_Ranked,D3B_Ranked,D4A_Ranked,NatWalkInd,Shape_Length,Shape_Area,Low_transit_flag_dist,Low_transit_flag_freq,Pct_Water,Pct_Land,Pct_Unpr,Log_Acres,log_TotPop,Pct_HH_occupied,log_D2A_JPHH,log_D2A_WRKEMP,Pct_Workers,pct_E5_Ret,pct_E5_Off,pct_E5_Ind,pct_E5_Svc,pct_E5_Ent,pct_E8_Ret,pct_E8_off,pct_E8_Ind,pct_E8_Svc,pct_E8_Ent,pct_E8_Ed,pct_E8_Hlth,pct_E8_Pub,log_D3AAO,log_D3AMM,log_D3APO,log_D3B,log_D3BAO,log_D3BMM3,log_D3BMM4,log_D3BPO3,log_D3BPO4,log_D4A,log_D4C,log_D4D,log_D4E,log_D5AE,log_D5BR,log_D5BE,log_D5CR,pow_D5CRI,pow_D5CE,pow_D5CEI,pow_D5DR,pow_D5DRI,pow_D5DE,pow_D5DEI,pow_D2A_Ranked,log_1week_avg
CCA 61st and Walnut,0.07,93.0,PMS5003+PMS5003+BME280,False,False,False,1,False,17.74,60375705024,6,37,570502,4,348.0,"Los Angeles-Long Beach, CA",31080.0,"Los Angeles-Long Beach-Anaheim, CA",13262234,6249699,5825012,50.9448541,0.0,50.9448541,50.9448541,1339,392.0,375.0,0.64,0.069333333,0.346666667,0.584,596,133,227,236,0.223154362,28,2,0,5,21,0,2,0,5,2,0,0,19,0,18,7,3,0.642857143,7.694594615,26.28332191,0.549613901,0.039258136,0.0,0.098145339,0.412210426,0.0,0.039258136,0.0,0.098145339,0.039258136,0.0,0.0,0.37295229,0.0,8.244208516,0.074666667,0.648001619,0.442329919,0.68367276,0.45578184,0.217667455,0.256989561,0.277441362,0.007820054,0.040965618,0.08974359,21.28571429,1.55e-09,25.94230983,0.0,0.0,25.94230983,171.705664,0.0,0.0,0.0,50.25041381,138.188638,925.37,0.0,0.0,0.0,0.0,0.0,386317,374970,134496,155322,0.000155694,0.564410536,0.000171787,0.729239799,7.3e-05,0.112670487,0.000115072,0.155013678,3,7,18,13,12.0,2358.964099,206171.4113,False,True,0.0,1.0,1.0,3.950182657778537,7.200424892944957,0.9566326530612245,0.07201053628644587,3.1039458583865316,0.44510828976848393,0.07142857142857142,0.0,0.17857142857142858,0.75,0.0,0.07142857142857142,0.0,0.17857142857142858,0.07142857142857142,0.0,0.0,0.6785714285714286,0.0,3.2936979070989025,0.0,0.0,3.2936979070989025,5.151588781372213,0.0,0.0,0.0,3.9367236923273836,4.935830121005717,0.0,0.0,0.0,12.834603968628839,11.80929717294256,11.95326209862173,0.0001556818809470749,0.9444076823608686,0.4202415886238404,0.9689180272532476,0.38577340649919506,0.8038611076176506,0.4037355260600556,0.8299214741878314,1.1161231740339044,2.930660276810276
CCA 67th and Myrtle,29.7,64.0,PMS5003+PMS5003+BME280,False,False,False,777,False,18.4,60375702024,6,37,570202,4,348.0,"Los Angeles-Long Beach, CA",31080.0,"Los Angeles-Long Beach-Anaheim, CA",13262234,6249699,5825012,79.1943145,0.0,79.1943145,78.48515687,917,252.0,252.0,0.562,0.027777778,0.222222222,0.75,478,112,189,177,0.234309623,50,17,0,3,30,0,17,0,3,20,0,0,10,0,26,22,2,0.52,3.210798195,11.68373788,0.637063134,0.216601466,0.0,0.038223788,0.38223788,0.0,0.216601466,0.0,0.038223788,0.254825254,0.0,0.0,0.127412627,0.0,3.847861329,0.198412698,0.766508177,0.523223229,0.882932108,0.588621406,0.424296717,0.462329222,0.508581141,0.327577525,0.103412616,0.189393939,9.56,0.000191619,27.27309766,7.443008915,2.495069828,17.33501892,107.7814746,8.081388216,0.0,16.16277643,88.89527038,32.32555287,226.65,0.0,0.0,6.33,51.15518741,0.006902944,467517,450089,130816,198080,0.00018842,0.68304403,0.000206202,0.875330858,7.1e-05,0.109587664,0.000146749,0.197686801,8,11,15,19,14.5,2428.385243,320493.4224,False,False,0.0,1.0,0.9910453466959424,4.384452620838349,6.822197390620491,1.0,0.18099792951907545,2.3570732782781154,0.5212649945474372,0.34,0.0,0.06,0.6,0.0,0.34,0.0,0.06,0.4,0.0,0.0,0.2,0.0,3.341910739809522,2.1333387515911046,1.2513533548853297,2.9088128334289474,4.689341049703634,2.206227068151811,0.0,2.8427428775922015,4.498645330304977,3.5063244561747178,1.9919755158985601,3.95422364744906,0.006879227760761124,13.01720284174917,11.781554678978903,12.19643131693089,0.0001884022511812533,0.9625978115540174,0.4279857284450947,0.9867729228363368,0.3847032319288992,0.8016340704048103,0.4136733230664215,0.8503501004799956,1.2311444133449163,2.9652730660692823
CCA 7th and Magnolia,1.57,79.0,PMS5003+PMS5003+BME280,False,False,False,1,False,9.27,60372122041,6,37,212204,1,348.0,"Los Angeles-Long Beach, CA",31080.0,"Los Angeles-Long Beach-Anaheim, CA",13262234,6249699,5825012,34.9836767,0.0,34.9836767,34.29363,1838,710.0,684.0,0.562,0.274853801,0.524853801,0.200292398,621,143,313,165,0.230273752,1187,53,490,41,542,61,53,490,41,131,61,307,104,0,301,421,465,0.253580455,20.7035534,53.59595937,34.61284209,1.545476521,14.28836784,1.195557309,15.80468443,1.778755996,1.545476521,14.28836784,1.195557309,3.819951402,1.778755996,8.952099851,3.032633174,0.0,55.31639549,1.735380117,0.702602524,0.702602524,0.81153434,0.759421641,0.766821908,0.656772232,0.721334776,0.516743508,0.784793388,0.686946903,0.52316765,0.620746588,30.40841197,0.0,6.639955325,23.76845665,213.5121492,0.0,91.47123178,36.58849271,146.3539709,18.29424636,77.78,0.33439973,0.980276964,74.33,1359.811332,0.040440696,563064,448394,707027,440445,0.000226927,0.822638543,0.000205425,0.872034431,0.000383838,0.592293277,0.000326308,0.439570694,18,18,19,20,19.0,1655.732582,141577.111,False,False,0.0,1.0,0.980275180738793,3.5830654106279103,7.516977224604321,0.9633802816901409,1.0062704086665044,0.4207921466466573,0.337867247007617,0.04465037910699242,0.4128053917438922,0.03454085930918281,0.45661331086773377,0.051390058972198824,0.04465037910699242,0.4128053917438922,0.03454085930918281,0.11036225779275484,0.051390058972198824,0.2586352148272957,0.08761583824768324,0.0,3.447075754169936,0.0,2.0333917556482435,3.2095709343336085,5.368366376391148,0.0,4.526897588361645,3.6266979586077284,4.992837657582045,2.959806935403237,4.321878461837604,7.215836368501417,0.03964436955208068,13.01342981935972,13.46882554805489,12.995543128875633,0.00022690125596293992,0.9806655188655307,0.42782418289948954,0.986400680671384,0.4554228290516559,0.9489726157940743,0.4480874414811815,0.9210917088527909,1.335141362540313,2.329227023940467
CCA A-Z Bus Sales,0.2,102.0,PMS5003+PMS5003+BME280,False,False,False,1,False,7.39,60710040042,6,71,4004,2,348.0,"Los Angeles-Long Beach, CA",40140.0,"Riverside-San Bernardino-Ontario, CA",4518699,1439654,1749931,4650.574708,241.1530443,4409.421664,4409.421664,2802,935.0,775.0,0.619,0.028387097,0.2,0.771612903,1112,271,434,407,0.243705036,3474,152,86,2933,271,32,152,80,2933,254,32,0,17,6,262,1032,2180,0.075417386,0.212045949,0.635457485,0.787858423,0.034471641,0.019503692,0.665166596,0.061459307,0.007257188,0.034471641,0.018142969,0.665166596,0.057603926,0.007257188,0.0,0.003855381,0.001360723,0.999904372,4.482580645,0.381229559,0.381229559,0.327926568,0.306868755,0.545084658,0.837115661,0.775380955,0.572909337,0.89292543,0.484954208,0.320092113,0.50666366,4.94065399,1.205112677,0.921286519,2.814254793,8.324719839,2.032012514,2.322300016,0.870862506,7.112043799,1.161150008,2000.0,0.0,0.0,4.0,0.580575004,0.001427552,75124,70498,0,0,0.000583082,0.487637693,0.000518633,0.492724248,0.0,0.0,0.0,0.0,12,4,5,1,4.666666667,19454.92935,18820614.95,True,False,0.0518544608874177,0.9481455391770905,0.9481455391770905,8.444961088135209,7.938445551164788,0.8288770053475936,1.7015759107320458,0.2777015167393464,0.396859386152748,0.04375359815774323,0.02475532527345999,0.8442717328727691,0.07800805987334485,0.009211283822682787,0.04375359815774323,0.023028209556706966,0.8442717328727691,0.07311456534254462,0.009211283822682787,0.0,0.00489349453080023,0.0017271157167530224,1.781819226640667,0.7907786082734861,0.6529950236275607,1.3387453096139112,2.23266892100348,1.109226595080315,1.2006573189735577,0.6263995576862595,2.0933498461192612,0.770640491126675,1.6094379124341003,0.4577887074159373,0.0014265340163448846,11.163353804302597,0.0,0.0,0.0005829120737413911,0.9307000276100795,0.4693383202750575,0.9316663149159297,0.0,0.0,0.0,0.0,1.2820888539868154,2.127040520479115
CCA Auburn and Avenel,0.21,108.0,PMS5003+PMS5003+BME280,False,False,False,0,False,10.67,60371882012,6,37,188201,2,348.0,"Los Angeles-Long Beach, CA",31080.0,"Los Angeles-Long Beach-Anaheim, CA",13262234,6249699,5825012,59.0512167,0.0,59.0512167,59.0512167,856,546.0,484.0,0.881,0.0,0.601239669,0.398760331,531,160,120,251,0.301318267,299,43,14,44,170,28,43,14,44,122,28,36,12,0,63,96,140,0.210702341,9.246210841,14.49589099,5.063401175,0.72818144,0.237082329,0.745115892,2.878856855,0.474164658,0.72818144,0.237082329,0.745115892,2.066003155,0.474164658,0.609640275,0.203213425,0.0,14.30961202,0.617768595,0.774824231,0.774824231,0.861135536,0.805837696,0.63689731,0.668048921,0.723264043,0.744654864,0.517748918,0.720481928,1.775919732,0.460280252,31.19041215,2.183580461,14.21459361,14.79223808,177.0828881,21.67609867,86.7043947,43.35219735,97.54244403,10.83804934,288.34,0.0,0.0,4.33,46.92875363,0.005058411,483250,396115,416132,230162,0.00019476,0.70603,0.000181474,0.77036249,0.000225914,0.34860364,0.000170518,0.229705117,14,19,19,18,17.83333333,2098.645669,238978.9011,False,False,0.0,1.0,1.0,4.095197809769525,6.75343791859778,0.8864468864468864,0.4810477892486286,1.0209821272409212,0.6203271028037384,0.14381270903010032,0.046822742474916385,0.14715719063545152,0.568561872909699,0.09364548494983277,0.14381270903010032,0.046822742474916385,0.14715719063545152,0.4080267558528428,0.09364548494983277,0.12040133779264214,0.04013377926421405,0.0,3.4716686488944855,1.1580064945390913,2.722255073166391,2.7595185585653264,5.182249105387638,3.121311447749115,4.473972008726975,3.7921622531877692,4.590487359223505,2.47131886419362,1.673351238177753,3.8697156088693165,0.005045660220124131,12.889462376634139,12.938760199685019,12.346543032551327,0.0001947410367333506,0.9657891353860616,0.4225532449728051,0.9742479773574741,0.4319110493556403,0.8999806909226505,0.4199301170619165,0.8632112007599055,1.3020054543174677,2.4570214462984645
CCA Avenida Bonita and Villa Del Sol,0.03,86.0,PMS5003+PMS5003+BME280,False,False,False,0,False,8.17,60371042031,6,37,104203,1,348.0,"Los Angeles-Long Beach, CA",31080.0,"Los Angeles-Long Beach-Anaheim, CA",13262234,6249699,5825012,87.4734,0.0,87.4734,87.4734,2967,678.0,678.0,0.605,0.179941003,0.179941003,0.640117994,972,222,452,298,0.228395062,491,161,97,41,103,89,161,97,41,0,89,0,103,0,156,184,151,0.317718941,7.750927711,33.91888277,5.613134964,1.84055953,1.108908537,0.468713918,1.177500817,1.017452163,1.84055953,1.108908537,0.468713918,0.0,1.017452163,0.0,1.177500817,0.0,13.36406268,0.724188791,0.950957321,0.950957321,0.950957321,0.736018173,0.738456568,0.783359889,0.858168815,0.727624747,0.283979179,0.671223513,1.979633401,0.375448713,27.5623188,0.0,5.658374266,21.90394453,190.3097399,0.0,87.7981192,14.63301987,153.6467086,14.63301987,362.1,0.0,0.0,9.0,65.8485894,0.003033367,245484,235573,455419,343993,9.89e-05,0.358653013,0.000107924,0.458141204,0.000247242,0.381515291,0.00025485,0.343310156,17,17,19,17,17.66666667,2488.816562,353999.3753,False,False,0.0,1.0,1.0,4.482701941863429,7.995643604287271,1.0,0.5447566737865915,1.0918002731510994,0.3276036400404449,0.32790224032586557,0.1975560081466395,0.0835030549898167,0.20977596741344195,0.18126272912423624,0.32790224032586557,0.1975560081466395,0.0835030549898167,0.0,0.18126272912423624,0.0,0.20977596741344195,0.0,3.3520883246518056,0.0,1.895875350549813,3.131309145945169,5.253893789420899,0.0,4.4863654695936415,2.7493853356236126,5.041143216007731,2.7493853356236126,2.302585092994046,4.202430202352997,0.0030287756248622917,12.369780368133336,13.028975349082655,12.74837949434296,9.889510971742997e-05,0.9025420567808252,0.4011546247071097,0.9249109802478346,0.4358250862771719,0.9081366330443528,0.43714796779815945,0.8986046572725012,1.3275316748885193,2.2159372862683733
CCA Borden and Van Nuys ,0.24,91.0,PMS5003+PMS5003+BME280,False,False,False,1,False,8.54,60371042031,6,37,104203,1,348.0,"Los Angeles-Long Beach, CA",31080.0,"Los Angeles-Long Beach-Anaheim, CA",13262234,6249699,5825012,87.4734,0.0,87.4734,87.4734,2967,678.0,678.0,0.605,0.179941003,0.179941003,0.640117994,972,222,452,298,0.228395062,491,161,97,41,103,89,161,97,41,0,89,0,103,0,156,184,151,0.317718941,7.750927711,33.91888277,5.613134964,1.84055953,1.108908537,0.468713918,1.177500817,1.017452163,1.84055953,1.108908537,0.468713918,0.0,1.017452163,0.0,1.177500817,0.0,13.36406268,0.724188791,0.950957321,0.950957321,0.950957321,0.736018173,0.738456568,0.783359889,0.858168815,0.727624747,0.283979179,0.671223513,1.979633401,0.375448713,27.5623188,0.0,5.658374266,21.90394453,190.3097399,0.0,87.7981192,14.63301987,153.6467086,14.63301987,362.1,0.0,0.0,9.0,65.8485894,0.003033367,245484,235573,455419,343993,9.89e-05,0.358653013,0.000107924,0.458141204,0.000247242,0.381515291,0.00025485,0.343310156,17,17,19,17,17.66666667,2488.816562,353999.3753,False,False,0.0,1.0,1.0,4.482701941863429,7.995643604287271,1.0,0.5447566737865915,1.0918002731510994,0.3276036400404449,0.32790224032586557,0.1975560081466395,0.0835030549898167,0.20977596741344195,0.18126272912423624,0.32790224032586557,0.1975560081466395,0.0835030549898167,0.0,0.18126272912423624,0.0,0.20977596741344195,0.0,3.3520883246518056,0.0,1.895875350549813,3.131309145945169,5.253893789420899,0.0,4.4863654695936415,2.7493853356236126,5.041143216007731,2.7493853356236126,2.302585092994046,4.202430202352997,0.0030287756248622917,12.369780368133336,13.028975349082655,12.74837949434296,9.889510971742997e-05,0.9025420567808252,0.4011546247071097,0.9249109802478346,0.4358250862771719,0.9081366330443528,0.43714796779815945,0.8986046572725012,1.3275316748885193,2.255493485460195
CCA Avenida del Vista and Lark,0.0,78.0,PMS5003+PMS5003+BME280,False,False,False,3137,False,9.19,60650419064,6,65,41906,4,348.0,"Los Angeles-Long Beach, CA",40140.0,"Riverside-San Bernardino-Ontario, CA",4518699,1439654,1749931,73.8623907,0.0,73.8623907,73.8623907,1521,408.0,391.0,0.682,0.092071611,0.099744246,0.808184143,551,100,202,249,0.181488203,22,2,0,12,8,0,2,0,12,0,0,0,8,0,11,8,3,0.5,5.523785463,20.59234728,0.297851177,0.02707738,0.0,0.162464278,0.108309519,0.0,0.02707738,0.0,0.162464278,0.0,0.0,0.0,0.108309519,0.0,5.82163664,0.056265985,0.834202289,0.56943165,0.834202289,0.440726449,0.185277139,0.164528728,0.163810088,3.34e-06,0.028515878,0.076788831,25.04545455,3.61e-11,19.46640466,0.0,1.247282657,18.219122,72.22945195,0.0,25.99428453,8.66476151,43.32380755,17.32952302,485.49,0.0,0.0,0.0,0.0,0.0,88959,90360,17502,12210,0.000690463,0.577442116,0.000664752,0.631543634,0.000468133,0.028678639,0.000358215,0.03607655,3,6,12,16,10.83333333,2246.070867,298916.2886,False,True,0.0,1.0,1.0,4.315651637579497,7.3277805384216315,0.9583333333333334,0.0547400333025435,3.259843263530944,0.3622616699539776,0.09090909090909091,0.0,0.5454545454545454,0.36363636363636365,0.0,0.09090909090909091,0.0,0.5454545454545454,0.0,0.0,0.0,0.36363636363636365,0.0,3.018784744774381,0.0,0.8097217783493188,2.955905720917025,4.29359768909031,0.0,3.295625159522019,2.2684864367221156,3.7915219491731267,2.9085130396908907,0.0,0.0,0.0,11.41156803736444,9.770127573790836,9.410092463833022,0.0006902247400896091,0.9465658796091314,0.481133908332512,0.9550812874476412,0.4645547720940357,0.7010610738102353,0.45228728294181364,0.7173357905258225,1.1161231740339044,2.321406847234633
CCA Bates and Sunset,0.05,89.0,PMS5003+PMS5003+BME280,False,False,False,1,False,12.42,60371953001,6,37,195300,1,348.0,"Los Angeles-Long Beach, CA",31080.0,"Los Angeles-Long Beach-Anaheim, CA",13262234,6249699,5825012,40.3677386,0.0,40.3677386,40.3677386,969,429.0,382.0,0.721,0.143979058,0.293193717,0.562827225,609,156,188,265,0.256157635,41,0,0,0,38,3,0,0,0,4,3,0,34,0,23,12,6,0.56097561,10.6272983,24.00431715,1.015662542,0.0,0.0,0.0,0.941345771,0.074316771,0.0,0.0,0.0,0.099089028,0.074316771,0.0,0.842256742,0.0,11.64296085,0.107329843,0.377646321,0.162643418,0.522148355,0.275861854,0.312803061,0.348446414,0.387919382,0.109153932,0.081188119,0.126153846,14.85365854,9.63e-07,19.82848093,0.0,0.0,19.82848093,79.28707703,0.0,0.0,0.0,47.56273367,47.56273367,252.13,0.0,0.0,3.33,52.79463438,0.003436533,436916,351810,386860,229056,0.000176087,0.638335858,0.000161177,0.684198346,0.000210022,0.324081792,0.000169698,0.228601312,5,3,12,18,11.33333333,1615.658463,163366.0569,False,False,0.0,1.0,1.0,3.722501316180125,6.877296071497429,0.8904428904428905,0.1019515705011685,2.76340029640076,0.628482972136223,0.0,0.0,0.0,0.926829268292683,0.07317073170731707,0.0,0.0,0.0,0.0975609756097561,0.07317073170731707,0.0,0.8292682926829268,0.0,3.0363213255852513,0.0,0.0,3.0363213255852513,4.3856086743776,0.0,0.0,0.0,3.8828564398537417,3.8828564398537417,1.4655675420143985,3.9851737294803464,0.003430641613906849,12.770849378562545,12.865820734367187,12.341726159860789,0.00017607149850393009,0.9561035354688552,0.41757097806595883,0.9627603630012516,0.4287720612209834,0.8934401458342832,0.4197277395246085,0.8627955010546784,1.174618943088019,2.5967461315435356
CCA Bell and Corona,0.0,97.0,PMS5003+PMS5003+BME280,False,False,False,1,False,18.82,60375336032,6,37,533603,2,348.0,"Los Angeles-Long Beach, CA",31080.0,"Los Angeles-Long Beach-Anaheim, CA",13262234,6249699,5825012,86.1197862,0.0014826,86.1183036,86.1183036,3222,755.0,738.0,0.583,0.113821138,0.334688347,0.551490515,1058,237,520,301,0.224007561,180,4,65,23,80,8,4,65,23,12,8,0,68,0,60,87,33,0.333333333,8.767009665,37.41364919,2.090148,0.046447733,0.754775667,0.267074467,0.928954666,0.092895467,0.046447733,0.754775667,0.267074467,0.1393432,0.092895467,0.0,0.789611467,0.0,10.85715766,0.243902439,0.754362237,0.754362237,0.782454293,0.674205002,0.409081885,0.4501189,0.486614446,0.207071575,0.105820106,0.290791599,5.877777778,0.007613915,21.25096446,0.0,3.460968417,17.78999604,94.17370827,0.0,44.58982399,7.431637332,74.31637332,7.431637332,520.35,0.0,0.0,5.0,37.15818666,0.001551831,402794,374633,144061,157499,0.000162335,0.588483493,0.000171633,0.728584403,7.82e-05,0.120683314,0.000116685,0.157186356,8,14,14,15,13.33333333,2680.375296,348522.6813,False,False,1.7215555976380257e-05,0.9999827844440238,0.9999827844440238,4.467284024535376,8.078067881815437,0.9774834437086093,0.21825356600041013,1.928295602386641,0.32836747361887025,0.022222222222222223,0.3611111111111111,0.12777777777777777,0.4444444444444444,0.044444444444444446,0.022222222222222223,0.3611111111111111,0.12777777777777777,0.06666666666666667,0.044444444444444446,0.0,0.37777777777777777,0.0,3.10238535418967,0.0,1.495365876318331,2.9333246026749524,4.555703730019905,0.0,3.819684533502828,2.131990979963195,4.321697552337602,2.131990979963195,1.791759469228055,3.64174032605897,0.0015506281545215278,12.833704828354415,11.877999041451247,11.967180737247824,0.00016232182509969985,0.9483604379356321,0.4202039004828145,0.968830911606073,0.3884370751412032,0.8094028378738347,0.40429791631257533,0.8310774232744083,1.2311444133449163,2.986691528901842
CCA Bernard and Vallecito,0.14,94.0,PMS5003+PMS5003+BME280,False,False,False,1,False,10.03,60374085051,6,37,408505,1,348.0,"Los Angeles-Long Beach, CA",31080.0,"Los Angeles-Long Beach-Anaheim, CA",13262234,6249699,5825012,303.5050228,0.0,303.5050228,303.5050228,1184,388.0,356.0,0.662,0.0,0.168539326,0.831460674,691,143,204,344,0.206946454,252,2,2,62,186,0,2,2,62,7,0,149,30,0,55,78,119,0.218253968,1.278397294,3.901088651,0.830299274,0.006589677,0.006589677,0.20427998,0.61283994,0.0,0.006589677,0.006589677,0.20427998,0.023063869,0.0,0.49093092,0.098845152,0.0,2.108696568,0.707865169,0.465934188,0.401333865,0.60576246,0.521957748,0.58788421,0.426441284,0.438291983,0.711243281,0.35097493,0.534464475,2.742063492,0.175158589,14.86184082,0.099453256,3.211477558,11.55091,80.16631743,0.0,21.08696568,6.326089705,86.45655929,2.108696568,811.38,0.0,0.0,1.0,2.108696568,0.000844595,297265,279664,10319,10778,0.000119804,0.434305242,0.000128124,0.543889162,5.6e-06,0.008644471,7.98e-06,0.010756605,13,9,12,14,12.33333333,6345.041645,1228266.353,False,False,0.0,1.0,1.0,5.718687582252002,7.077498053569231,0.9175257731958762,0.5352441513838734,1.3196371951050672,0.5836148648648649,0.007936507936507936,0.007936507936507936,0.24603174603174602,0.7380952380952381,0.0,0.007936507936507936,0.007936507936507936,0.24603174603174602,0.027777777777777776,0.0,0.5912698412698413,0.11904761904761904,0.0,2.7639162763062726,0.09481301623899777,1.4378135500163554,2.529793172909232,4.396500351134806,0.0,3.0949876462949155,1.991441909026401,4.471142204826745,1.1342035283721674,0.6931471805599453,1.1342035283721674,0.0008442385303438597,12.541347737287909,9.241839039035554,9.285355075781629,0.0001197968240739227,0.919982374797241,0.4080966679882551,0.9409164047801748,0.2984137310815688,0.6218331092700994,0.3091720952229308,0.6355760477835933,1.2923922207808318,2.400618833265411
CCA Birchwood and Dracaea,0.0,90.0,PMS5003+PMS5003+BME280,False,False,False,1,False,5.76,60650425201,6,65,42520,1,348.0,"Los Angeles-Long Beach, CA",40140.0,"Riverside-San Bernardino-Ontario, CA",4518699,1439654,1749931,367.5150423,0.0,367.5150423,367.5150423,4751,1327.0,1266.0,0.616,0.122432859,0.251184834,0.626382306,1800,433,748,619,0.240555556,281,10,3,6,262,0,10,3,6,61,0,0,201,0,160,95,26,0.569395018,3.610736561,12.92736202,0.764594554,0.027209771,0.008162931,0.016325862,0.71289599,0.0,0.027209771,0.008162931,0.016325862,0.165979601,0.0,0.0,0.546916389,0.0,4.375331116,0.221958926,0.226927093,0.195464358,0.509843623,0.394606744,0.329939016,0.39877915,0.441339253,0.514174839,0.111685215,0.27006247,6.40569395,0.004490937,16.86126909,0.0,5.748471844,11.11279724,79.55179145,0.0,34.82850639,22.63852915,45.27705831,3.482850639,331.26,0.0,0.0,5.33,9.281796954,0.001121869,81771,93652,16693,19815,0.000634673,0.53078406,0.000688971,0.654552063,0.000446495,0.027353018,0.00058133,0.058546833,6,5,12,17,11.5,6042.652607,1487314.243,False,False,0.0,1.0,1.0,5.909481531149045,8.466320861042481,0.9540316503391107,0.20045524807321097,2.0022491570358616,0.3788676068196169,0.03558718861209965,0.010676156583629894,0.021352313167259787,0.9323843416370107,0.0,0.03558718861209965,0.010676156583629894,0.021352313167259787,0.21708185053380782,0.0,0.0,0.7153024911032029,0.0,2.882634630594649,0.0,1.9093160857720843,2.494262516853866,4.388900349599137,0.0,3.5787438444306723,3.1628779719051106,3.8346463374271376,1.5002591474199676,1.8453002361560848,2.330375045723872,0.0011212401752354838,11.447351741528932,9.722804652410682,9.894244971169195,0.0006344716802684971,0.938624286504732,0.48285873714696037,0.9585050814424683,0.4623614957204667,0.6977510924543727,0.4747251862622694,0.7529226129636502,1.1962311988513155,1.9110228900548727
CCA Boston and Charleston,0.83,102.0,PMS5003+PMS5003+BME280,False,False,False,1,False,3.99,60590639032,6,59,63903,2,348.0,"Los Angeles-Long Beach, CA",31080.0,"Los Angeles-Long Beach-Anaheim, CA",13262234,6249699,5825012,149.3623131,0.0,149.3623131,147.1349,1989,576.0,548.0,0.664,0.02189781,0.167883212,0.810218978,864,171,251,442,0.197916667,127,0,48,17,62,0,0,48,17,10,0,25,27,0,41,37,49,0.322834646,3.914774809,13.51820676,0.863153473,0.0,0.326231234,0.115540229,0.421382011,0.0,0.0,0.326231234,0.115540229,0.06796484,0.0,0.169912101,0.183505069,0.0,4.777928282,0.231751825,0.898392877,0.613248543,0.923412044,0.714698789,0.482744571,0.366685077,0.393040192,0.154050287,0.120037807,0.256306761,6.803149606,0.003018034,27.49911671,7.3473967,2.382236216,17.7694838,104.3154707,8.569765515,8.569765515,0.0,141.401131,4.284882757,584.73,0.0,0.0,5.0,21.42441379,0.002513826,299011,233383,97381,78128,0.000120508,0.436856154,0.000106921,0.453882103,5.29e-05,0.081578372,5.79e-05,0.077972912,10,16,15,15,14.33333333,3311.733377,604461.4997,False,False,0.0,1.0,0.9850871812723687,5.013047802323325,7.595889917718538,0.9513888888888888,0.20843740407266242,2.0545274478330517,0.4343891402714932,0.0,0.3779527559055118,0.13385826771653545,0.4881889763779528,0.0,0.0,0.3779527559055118,0.13385826771653545,0.07874015748031496,0.0,0.1968503937007874,0.2125984251968504,0.0,3.3498730941627444,2.1219497177965385,1.2185370930994293,2.9322323488883364,4.6569603285761305,2.2586087030748176,2.2586087030748176,0.0,4.958647941362065,1.6648504349701698,1.791759469228055,3.110150266689022,0.0025106716246820525,12.360440444642476,11.48639666762396,11.266116585728028,0.00012050073949426151,0.920521307793575,0.4007802401719448,0.9240475201134241,0.3735472703495021,0.7783187688533287,0.37693620726957916,0.7748084980400453,1.2589254117941673,1.6074359097634274
