id,parent,lat,lon,name,location_type,pm_2.5,temp_f,temp_c,humidity,pressure,p_0_3_um,p_0_5_um,p_1_0_um,p_2_5_um,p_5_0_um,p_10_0_um,pm1_0_cf_1,pm2_5_cf_1,pm10_0_cf_1,pm1_0_atm,pm2_5_atm,pm10_0_atm,last_seen,model,adc,rssi,hidden,flagged,downgraded,age,brightness,hardware,version,last_update_check,created,uptime,is_owner,10min_avg,30min_avg,1hour_avg,6hour_avg,1day_avg,1week_avg
26000.0,25999.0,30.053808,-95.494643, Villages of Bridgestone AQI B,,0.42,,,,,,,,,,,,,,,,,2022-02-12 21:40:32,,,,False,False,False,0.0,,,,,,,False,1.13,2.38,5.85,16.33,13.94,12.16
49410.0,49409.0,18.759182,99.017172,"""First's Place"" B",,45.59,,,,,,,,,,,,,,,,,2022-02-12 21:40:16,,,,False,False,False,1.0,,,,,,,False,45.1,45.42,45.11,42.1,37.21,33.68
42074.0,42073.0,47.185173,-122.176855,#1 B,,8.98,,,,,,,,,,,,,,,,,2022-02-12 21:39:32,,,,False,False,False,1.0,,,,,,,False,8.4,8.79,9.51,13.03,12.99,11.82
53070.0,53069.0,47.190197,-122.177992,#2 B,,8.23,,,,,,,,,,,,,,,,,2022-02-12 21:40:14,,,,False,False,False,1.0,,,,,,,False,8.14,8.48,9.44,14.08,14.27,12.94
94892.0,94891.0,40.160043,-79.272304,#9 B,,8.93,,,,,,,,,,,,,,,,,2022-02-12 21:41:18,,,,False,False,False,0.0,,,,,,,False,9.06,7.26,6.31,5.97,7.23,12.01
22752.0,22751.0,36.807377,-119.796109,#ValleyClimate B,,21.22,,,,,,,,,,,,,,,,,2022-02-12 21:40:23,,,,False,False,False,1.0,,,,,,,False,27.3,32.33,34.59,35.23,34.76,39.65
30756.0,30755.0,36.737668,-119.778839,'S' St Between Inyo and Mono B,,17.51,,,,,,,,,,,,,,,,,2022-02-12 21:39:35,,,,False,False,False,1.0,,,,,,,False,20.81,26.5,30.62,35.45,35.59,37.97
122944.0,122943.0,38.524431,-121.439374,(AMTS_SCANS_044) B,,4.83,,,,,,,,,,,,,,,,,2022-02-12 21:40:36,,,,False,True,False,0.0,,,,,,,False,5.69,6.27,7.38,9.49,9.77,12.83
26942.0,26941.0,29.957206,-90.021706,(Indoor)The Lower 9th Ward Center for Sustainable Engagement and Development B,,,,,,,,,,,,,,,,,,,2022-02-12 21:40:45,,,,False,False,False,0.0,,,,,,,False,,,,,,
118438.0,118437.0,38.801826,-121.265809,*Checks before every breath* B,,,,,,,,,,,,,,,,,,,2022-02-12 21:39:42,,,,False,False,False,1.0,,,,,,,False,,,,,,
11679.0,11678.0,32.628574,-115.551331,*Santo Niño B,,10.66,,,,,,,,,,,,,,,,,2022-02-12 21:40:46,,,,False,False,False,0.0,,,,,,,False,31.87,19.18,14.63,20.28,20.59,28.82
39626.0,39625.0,37.509889,-122.317735,-------{---(@ B,,14.71,,,,,,,,,,,,,,,,,2022-02-12 21:40:18,,,,False,False,False,1.0,,,,,,,False,15.18,15.62,16.13,11.84,7.68,8.43
90596.0,90595.0,47.692327,-122.186845,///Pies.Pots.Hails B,,2.75,,,,,,,,,,,,,,,,,2022-02-12 21:41:25,,,,False,False,False,0.0,,,,,,,False,3.06,3.63,5.17,9.41,10.07,8.89
44564.0,44563.0,34.10921,-117.634656,003 FK Parking Lot B,,0.28,,,,,,,,,,,,,,,,,2022-02-12 21:40:52,,,,False,False,False,0.0,,,,,,,False,0.13,0.2,0.49,1.83,2.45,9.14
44578.0,44577.0,34.109474,-117.635981,005- FK Shelby Forest B,,1.02,,,,,,,,,,,,,,,,,2022-02-12 00:04:23,,,,False,False,False,1297.0,,,,,,,False,0.57,0.55,0.89,1.85,5.54,15.44
66672.0,66671.0,37.414402,-122.022742,01 B,,,,,,,,,,,,,,,,,,,2022-02-12 21:39:50,,,,False,False,False,1.0,,,,,,,False,,,,,,
88254.0,88253.0,37.415416,-122.0259,02 B,,,,,,,,,,,,,,,,,,,2022-02-12 21:40:18,,,,False,False,False,1.0,,,,,,,False,,,,,,
100338.0,100337.0,37.412039,-122.028249,03 B,,,,,,,,,,,,,,,,,,,2022-02-12 21:40:07,,,,False,False,False,1.0,,,,,,,False,,,,,,
57852.0,57851.0,48.015288,-66.705327,05 B,,20.04,,,,,,,,,,,,,,,,,2022-02-12 21:40:01,,,,False,False,False,1.0,,,,,,,False,20.89,18.87,17.05,12.53,9.99,7.61
131362.0,131361.0,79.99028,-85.93917,0PAL (Eureka) B,,0.0,,,,,,,,,,,,,,,,,2022-02-12 21:40:01,,,,False,False,False,1.0,,,,,,,False,0.34,0.23,0.26,0.27,0.19,0.91
124850.0,124849.0,38.71954,-121.097453,0utrigger 1 B,,,,,,,,,,,,,,,,,,,2022-02-12 21:41:18,,,,False,False,False,0.0,,,,,,,False,,,,,,
125748.0,125747.0,37.787244,-122.422552,1 Daniel Burnham Ct B,,,,,,,,,,,,,,,,,,,2022-02-12 21:41:05,,,,False,False,False,0.0,,,,,,,False,,,,,,
69630.0,69629.0,38.223993,-122.659176,1 Iverson Way B,,16.5,,,,,,,,,,,,,,,,,2022-02-12 21:40:35,,,,False,False,False,0.0,,,,,,,False,17.81,18.23,18.44,12.78,9.49,10.88
72040.0,72039.0,37.792405,-122.397797,1 Pine Street B,,,,,,,,,,,,,,,,,,,2022-02-12 21:39:36,,,,False,False,False,1.0,,,,,,,False,,,,,,
67358.0,67357.0,37.38472,-122.20407,10 Alhambra Ct. Portola Valley B,,14.44,,,,,,,,,,,,,,,,,2022-02-12 21:39:29,,,,False,False,False,1.0,,,,,,,False,15.15,15.06,15.32,12.85,10.31,11.73
111943.0,111942.0,37.888022,-122.161346,10 Chapel Drive B,,26.35,,,,,,,,,,,,,,,,,2022-02-12 21:39:47,,,,False,False,False,1.0,,,,,,,False,27.71,28.87,28.39,17.91,9.73,11.51
95714.0,95713.0,38.625546,21.422018,10 Dimotiko Agriniou B,,42.81,,,,,,,,,,,,,,,,,2022-02-12 21:40:48,,,,False,False,False,0.0,,,,,,,False,51.73,57.57,52.65,38.41,29.63,26.88
85598.0,85597.0,38.06551,-122.830478,10 Drake Summit B,,15.07,,,,,,,,,,,,,,,,,2022-02-12 21:40:44,,,,False,True,False,0.0,,,,,,,False,14.41,13.74,13.57,9.25,5.85,7.75
85392.0,85391.0,48.454213,-123.283643,10 Mile Point B,,2.59,,,,,,,,,,,,,,,,,2022-02-12 21:40:59,,,,False,False,False,0.0,,,,,,,False,2.14,2.33,2.94,5.16,6.63,7.61
77862.0,77861.0,37.334698,-122.196066,"10 Vista Verde Way, Portola Valley B",,9.83,,,,,,,,,,,,,,,,,2022-02-12 21:39:54,,,,False,False,False,1.0,,,,,,,False,9.68,9.9,9.55,6.61,5.19,6.56
105759.0,105758.0,38.351043,-120.764764,100 MISSION B,,,,,,,,,,,,,,,,,,,2022-02-12 21:39:44,,,,False,False,False,1.0,,,,,,,False,,,,,,
47960.0,47959.0,33.767104,-118.198957,100 Oceangate B,,,,,,,,,,,,,,,,,,,2022-02-12 21:40:46,,,,False,False,False,0.0,,,,,,,False,,,,,,
103945.0,103944.0,38.529671,-122.798676,1000 American Way. Windsor B,,7.44,,,,,,,,,,,,,,,,,2022-02-12 21:40:44,,,,False,False,False,0.0,,,,,,,False,7.78,8.09,8.77,9.32,8.64,9.61
76264.0,76263.0,37.780322,-122.268862,1000 Atlantic B,,,,,,,,,,,,,,,,,,,2022-02-12 21:39:34,,,,False,False,False,1.0,,,,,,,False,,,,,,
20748.0,20747.0,37.838977,-122.205489,1000ft Montclair B,,20.24,,,,,,,,,,,,,,,,,2022-02-12 21:41:17,,,,False,False,False,0.0,,,,,,,False,22.58,23.92,25.19,18.83,10.58,12.39
79096.0,79095.0,47.67213,-122.514183,10058 NE Winthers Road B,,2.2,,,,,,,,,,,,,,,,,2022-02-12 21:40:52,,,,False,False,False,0.0,,,,,,,False,2.15,2.3,2.46,3.0,4.99,8.24
64896.0,64895.0,37.562977,-122.269479,100Grand B,,35.51,,,,,,,,,,,,,,,,,2022-02-12 21:40:11,,,,False,False,False,1.0,,,,,,,False,32.74,31.38,29.98,20.77,15.51,17.88
67136.0,67135.0,37.382863,-122.076632,100WElCamino B,,,,,,,,,,,,,,,,,,,2022-02-12 21:40:46,,,,False,False,False,0.0,,,,,,,False,,,,,,
119888.0,119887.0,37.777845,-122.418112,101 Polk B,,,,,,,,,,,,,,,,,,,2022-02-12 21:41:25,,,,False,False,False,0.0,,,,,,,False,,,,,,
109309.0,109308.0,48.478065,-120.219233,101 Wolf Creek Rd B,,2.02,,,,,,,,,,,,,,,,,2022-02-12 21:39:47,,,,False,False,False,1.0,,,,,,,False,2.38,2.64,2.76,4.17,4.42,5.32
113139.0,113138.0,37.59368,-122.488746,1015 Crespi outside B,,19.11,,,,,,,,,,,,,,,,,2022-02-12 21:40:42,,,,False,True,False,0.0,,,,,,,False,20.75,19.29,16.98,9.63,5.95,7.37
111847.0,111846.0,39.524182,-119.930597,10190 Purple Air B,,9.27,,,,,,,,,,,,,,,,,2022-02-12 21:40:09,,,,False,False,False,1.0,,,,,,,False,8.78,6.09,4.72,3.29,2.77,3.63
14714.0,14713.0,40.791145,-111.863052,1020 North Terrace Hils Drive B,,,,,,,,,,,,,,,,,,,2022-02-12 21:41:07,,,,False,False,False,0.0,,,,,,,False,,,,,,
52032.0,52031.0,40.431901,-79.898504,1021 Lancaster B,,5.46,,,,,,,,,,,,,,,,,2022-02-12 21:39:33,,,,False,False,False,1.0,,,,,,,False,4.75,4.47,4.66,4.91,7.91,13.01
5461.0,5460.0,40.72751,-111.861434,1027 Hollywood B,,11.38,,,,,,,,,,,,,,,,,2022-02-12 21:40:43,,,,False,False,False,0.0,,,,,,,False,11.31,11.61,11.44,11.6,13.33,18.12
86516.0,86515.0,37.566466,-122.327497,104 St Matthews Ave San Mateo CA B,,,,,,,,,,,,,,,,,,,2022-02-12 21:41:14,,,,False,False,False,0.0,,,,,,,False,,,,,,
81678.0,81677.0,37.889085,-122.264327,"1044 Keith Ave, Berkeley B",,29.46,,,,,,,,,,,,,,,,,2022-02-12 21:41:11,,,,False,False,False,0.0,,,,,,,False,24.92,25.8,26.38,19.23,12.95,14.03
115784.0,115783.0,38.462981,-122.688614,1045i B,,,,,,,,,,,,,,,,,,,2022-02-12 21:39:29,,,,False,False,False,1.0,,,,,,,False,,,,,,
109953.0,109952.0,38.465165,-122.688464,1045o B,,17.78,,,,,,,,,,,,,,,,,2022-02-12 21:40:56,,,,False,False,False,0.0,,,,,,,False,17.65,17.27,16.09,11.27,9.26,11.81
49270.0,49269.0,-37.840967,144.931714,105 Beach St_1 B,,4.9,,,,,,,,,,,,,,,,,2022-01-30 02:44:36,,,,False,False,False,19856.0,,,,,,,False,3.47,2.57,2.02,1.91,3.14,3.44
79112.0,79111.0,37.760175,-122.47219,1050 Kirkham Street B,,,,,,,,,,,,,,,,,,,2022-02-12 21:41:14,,,,False,False,False,0.0,,,,,,,False,,,,,,
80842.0,80841.0,37.760217,-122.472169,1050 Kirkham Street B,,30.09,,,,,,,,,,,,,,,,,2022-02-12 21:40:53,,,,False,False,False,0.0,,,,,,,False,31.37,32.54,32.73,23.38,15.12,16.36
127592.0,127591.0,41.876746,-87.653445,1050vb south B,,7.78,,,,,,,,,,,,,,,,,2022-02-09 18:04:31,,,,False,False,False,4536.0,,,,,,,False,4.27,5.06,17.58,29.1,16.13,3.1
23944.0,23943.0,64.820823,-147.415847,1051 Dakota St. North Pole AK B,,1.88,,,,,,,,,,,,,,,,,2022-02-12 21:40:54,,,,False,False,False,0.0,,,,,,,False,1.07,2.65,3.12,6.36,4.72,8.59
76624.0,76623.0,35.353182,-113.746199,10546 spring valley drive B,,0.14,,,,,,,,,,,,,,,,,2022-02-12 21:40:38,,,,False,True,False,0.0,,,,,,,False,0.26,0.22,0.21,0.57,0.92,0.92
109969.0,109968.0,39.660056,-119.92735,10550 Wells Fargo Rd B,,2.2,,,,,,,,,,,,,,,,,2022-02-12 21:39:33,,,,False,False,False,1.0,,,,,,,False,2.39,2.75,3.42,3.66,3.05,3.77
47496.0,47495.0,35.965694,-78.804272,106 Calico Court B,,17.48,,,,,,,,,,,,,,,,,2022-02-12 21:40:48,,,,False,False,False,0.0,,,,,,,False,17.34,18.88,21.41,24.48,15.7,10.9
121202.0,121201.0,38.9,-77.0258,1061 B,,0.96,,,,,,,,,,,,,,,,,2022-02-12 21:39:30,,,,False,False,False,1.0,,,,,,,False,0.52,0.95,1.97,8.52,9.36,11.46
49266.0,49265.0,-37.84055,144.93191,107 Beach Street_3 B,,0.0,,,,,,,,,,,,,,,,,2022-02-12 21:39:38,,,,False,True,False,1.0,,,,,,,False,0.12,0.11,0.1,0.92,1.87,3.52
82996.0,82995.0,37.988168,-122.574633,107 Brookside B,,25.86,,,,,,,,,,,,,,,,,2022-02-12 21:40:40,,,,False,False,False,0.0,,,,,,,False,24.94,21.48,20.07,13.43,10.34,13.1
23312.0,23311.0,38.062702,-122.175862,1072 West L Street B,,21.12,,,,,,,,,,,,,,,,,2022-02-06 02:55:01,,,,False,False,False,9766.0,,,,,,,False,19.51,16.71,17.92,29.11,28.14,16.09
63618.0,63617.0,37.454456,-122.123002,108 Jasmine Way B,,31.35,,,,,,,,,,,,,,,,,2022-02-12 21:39:30,,,,False,False,False,1.0,,,,,,,False,29.61,26.76,25.09,21.27,15.98,18.43
69224.0,69223.0,37.402519,-122.283286,1080 Bear Gulch B,,13.66,,,,,,,,,,,,,,,,,2022-02-12 21:39:32,,,,False,False,False,1.0,,,,,,,False,13.32,12.55,11.81,8.69,6.07,6.29
133490.0,133489.0,37.363628,-122.090615,1085 Golden Way B,,6.94,,,,,,,,,,,,,,,,,2022-02-12 21:40:37,,,,False,False,False,0.0,,,,,,,False,8.22,9.62,10.65,7.18,5.12,7.05
73134.0,73133.0,42.128798,-71.17601,108NMainSharon B,,1.42,,,,,,,,,,,,,,,,,2022-02-12 21:40:54,,,,False,False,False,0.0,,,,,,,False,1.62,2.71,4.48,8.77,9.58,11.34
66240.0,66239.0,37.773904,-122.467569,10th and Fulton Deck B,,22.31,,,,,,,,,,,,,,,,,2022-02-12 21:40:02,,,,False,False,False,1.0,,,,,,,False,26.42,29.92,31.07,22.39,15.72,16.47
118310.0,118309.0,37.76555,-122.467468,10th and Lincoln B,,,,,,,,,,,,,,,,,,,2022-02-12 21:40:54,,,,False,False,False,0.0,,,,,,,False,,,,,,
70512.0,70511.0,37.785393,-122.4693,10th Ave B,,18.93,,,,,,,,,,,,,,,,,2022-02-12 21:41:23,,,,False,False,False,0.0,,,,,,,False,19.55,23.76,26.45,21.3,15.32,15.8
53974.0,53973.0,37.558026,-122.318923,10th Ave/Palm B,,32.74,,,,,,,,,,,,,,,,,2022-02-12 21:40:14,,,,False,False,False,1.0,,,,,,,False,31.75,30.97,29.14,16.81,11.94,14.52
113591.0,113590.0,46.654809,-120.542638,10th street B,,0.0,,,,,,,,,,,,,,,,,2022-02-12 21:40:50,,,,False,False,False,0.0,,,,,,,False,0.03,0.15,0.27,0.77,2.85,9.73
86274.0,86273.0,37.445438,-122.207259,11 Inside B,,,,,,,,,,,,,,,,,,,2022-02-12 21:39:36,,,,False,False,False,1.0,,,,,,,False,,,,,,
103581.0,103580.0,37.785891,-122.42225,"1101 Van Ness Avenue San Francisco Ca,94109 B",,,,,,,,,,,,,,,,,,,2022-02-12 21:40:03,,,,False,False,False,1.0,,,,,,,False,,,,,,
123588.0,123587.0,35.024233,-120.548555,1105Trail View 2 B,,0.74,,,,,,,,,,,,,,,,,2022-02-12 21:40:52,,,,False,False,False,0.0,,,,,,,False,1.74,1.71,1.7,4.6,5.48,6.49
122454.0,122453.0,40.720651,-73.961442,111 Kent Indoor B,,,,,,,,,,,,,,,,,,,2022-02-12 21:40:24,,,,False,False,False,1.0,,,,,,,False,,,,,,
87558.0,87557.0,40.77808,-73.914917,11105 B,,3333.32,,,,,,,,,,,,,,,,,2022-02-12 21:41:25,,,,False,True,False,0.0,,,,,,,False,63.37,31.71,20.73,9.66,10.01,16.78
83610.0,83609.0,40.635344,-111.614415,11185 Mountain Sun Lane B,,0.69,,,,,,,,,,,,,,,,,2022-02-12 21:41:04,,,,False,False,False,0.0,,,,,,,False,0.13,0.15,0.84,3.65,4.82,6.64
37972.0,37971.0,37.883729,-122.290362,"1128 Key Route Blvd, Albany CA B",,31.43,,,,,,,,,,,,,,,,,2022-02-12 21:39:53,,,,False,False,False,1.0,,,,,,,False,32.4,33.24,32.86,23.43,16.05,15.89
33824.0,33823.0,42.884995,-78.866696,"113 William st. Buffalo, NY B",,5.18,,,,,,,,,,,,,,,,,2022-02-12 21:39:27,,,,False,False,False,1.0,,,,,,,False,5.45,5.0,4.5,9.82,15.66,15.38
73304.0,73303.0,37.771992,-122.4396,1136 Page St B,,,,,,,,,,,,,,,,,,,2022-02-12 21:41:03,,,,False,False,False,0.0,,,,,,,False,,,,,,
5589.0,5588.0,41.868892,-87.629436,1138 PLYMOUTH B,,3.1,,,,,,,,,,,,,,,,,2022-02-12 21:40:57,,,,False,True,False,0.0,,,,,,,False,1.59,1.34,1.16,2.79,7.67,12.37
121528.0,121527.0,39.246589,-123.463646,"1145 Hoe Road, Ukiah, CA. 95482 B",,0.0,,,,,,,,,,,,,,,,,2022-02-12 21:40:15,,,,False,False,False,1.0,,,,,,,False,0.01,0.13,0.15,0.26,0.33,0.42
127806.0,127805.0,37.654169,-121.876515,116 Monaco Court B,,,,,,,,,,,,,,,,,,,2022-02-12 21:40:57,,,,False,False,False,0.0,,,,,,,False,,,,,,
84358.0,84357.0,37.447777,-122.271222,1170 godetia B,,19.93,,,,,,,,,,,,,,,,,2022-02-12 21:40:38,,,,False,False,False,0.0,,,,,,,False,21.37,21.75,21.63,14.92,9.53,11.41
79058.0,79057.0,37.352233,-122.136147,11950 B,,0.0,,,,,,,,,,,,,,,,,2022-02-12 21:39:41,,,,False,True,False,1.0,,,,,,,False,0.0,0.0,0.0,0.0,0.0,0.0
123856.0,123855.0,36.354728,-119.654298,11th and Magnolia B,,37.51,,,,,,,,,,,,,,,,,2022-02-12 21:39:53,,,,False,False,False,1.0,,,,,,,False,39.81,44.63,48.92,55.09,53.65,47.58
85064.0,85063.0,39.747008,-121.858874,11th ave & esplanade B,,12.41,,,,,,,,,,,,,,,,,2022-02-12 21:41:22,,,,False,False,False,0.0,,,,,,,False,14.04,15.56,17.15,25.12,21.23,25.61
72874.0,72873.0,38.361494,-122.496691,12 Moons B,,13.95,,,,,,,,,,,,,,,,,2022-02-12 21:39:41,,,,False,False,False,1.0,,,,,,,False,13.14,14.81,16.02,16.89,15.47,12.25
110535.0,110534.0,36.5756,-121.720497,12 Paseo Tercero B,,5.63,,,,,,,,,,,,,,,,,2022-02-12 21:39:36,,,,False,False,False,1.0,,,,,,,False,5.33,5.4,5.33,7.0,8.69,10.42
90054.0,90053.0,37.491911,-122.293554,12 Pyrola Ln B,,25.5,,,,,,,,,,,,,,,,,2022-02-12 21:39:34,,,,False,True,False,1.0,,,,,,,False,24.34,25.38,25.68,16.77,10.47,12.88
131336.0,131335.0,41.669944,-70.902306,"12 rotch st. acushnet , mass 02743 B",,14.81,,,,,,,,,,,,,,,,,2022-02-12 21:40:01,,,,False,False,False,1.0,,,,,,,False,16.23,17.81,18.92,13.19,8.88,4.18
129200.0,129199.0,48.896656,2.152862,"12 rue beaugendre, chatou B",,,,,,,,,,,,,,,,,,,2022-02-12 21:39:43,,,,False,False,False,1.0,,,,,,,False,,,,,,
120104.0,120103.0,37.818903,-122.244183,12 Wildwood B,,,,,,,,,,,,,,,,,,,2022-02-12 21:39:50,,,,False,False,False,1.0,,,,,,,False,,,,,,
143401.0,143400.0,39.971128,-105.158201,120 Crestview B,,0.47,49.0,9.444444444444445,32.0,836.29,,,,,,,,,,,,,2022-02-12 21:40:25,,,,False,False,False,1.0,,,,,,,False,0.1,0.17,0.24,0.11,0.15,1.44
13144.0,13143.0,38.006316,-122.630646,120 pine ave B,,13.26,,,,,,,,,,,,,,,,,2022-02-12 21:39:44,,,,False,False,False,1.0,,,,,,,False,12.5,11.21,11.24,7.93,4.97,6.74
89928.0,89927.0,42.292889,-83.073139,12018 - Windsor West B,,4.56,,,,,,,,,,,,,,,,,2022-02-12 21:37:26,,,,False,False,False,3.0,,,,,,,False,3.31,3.77,6.01,17.34,21.47,15.63
89946.0,89945.0,42.292889,-83.073139,12018 - Windsor West B,,2.88,,,,,,,,,,,,,,,,,2022-02-12 21:41:16,,,,False,False,False,0.0,,,,,,,False,3.34,3.12,2.95,7.74,17.34,22.01
109989.0,109988.0,45.479088,-122.552301,12026 SE Foster rd B,,1.62,,,,,,,,,,,,,,,,,2022-02-12 21:39:44,,,,False,False,False,1.0,,,,,,,False,1.58,1.86,2.01,5.29,16.33,15.36
73276.0,73275.0,37.674201,-120.977415,"1205 Dorothy Way, Modesto, Ca B",,35.95,,,,,,,,,,,,,,,,,2022-02-12 21:40:52,,,,False,False,False,0.0,,,,,,,False,35.7,36.67,36.4,33.76,30.8,19.77
113667.0,113666.0,37.849572,-122.124283,121 Draeger Dr B,,28.02,,,,,,,,,,,,,,,,,2022-02-12 21:39:49,,,,False,False,False,1.0,,,,,,,False,29.47,30.41,30.3,20.37,11.33,13.35
61200.0,61199.0,36.445955,-121.798002,"121 Rancho San Carlos Road, Carmel CA 93923 B",,0.9,,,,,,,,,,,,,,,,,2022-02-12 21:40:46,,,,False,False,False,0.0,,,,,,,False,0.97,1.29,1.53,2.37,2.6,3.08
55892.0,55891.0,38.936467,-76.990455,1210 Perry St NE - 302 B,,,,,,,,,,,,,,,,,,,2022-02-12 21:41:19,,,,False,False,False,0.0,,,,,,,False,,,,,,
85268.0,85267.0,37.76514,-122.470851,1221 Funston B,,,,,,,,,,,,,,,,,,,2022-02-12 21:40:11,,,,False,False,False,1.0,,,,,,,False,,,,,,
120596.0,120595.0,37.382338,-122.088389,"1225 Eichler Ct, Mountain View B",,,,,,,,,,,,,,,,,,,2022-02-12 21:39:30,,,,False,False,False,1.0,,,,,,,False,,,,,,
120874.0,120873.0,30.147451,-81.637694,12254 Orange Grove Drive B,,10.16,,,,,,,,,,,,,,,,,2022-02-12 21:40:14,,,,False,False,False,1.0,,,,,,,False,10.59,12.45,15.61,24.62,20.86,13.67
127470.0,127469.0,51.292451,-116.959043,1227 13 St South Golden BC B,,26.89,,,,,,,,,,,,,,,,,2022-02-12 21:40:35,,,,False,False,False,0.0,,,,,,,False,8.95,7.34,8.76,15.61,21.46,17.54
115894.0,115893.0,47.044236,-122.902388,123 4TH AVE W 7th floor B,,0.0,,,,,,,,,,,,,,,,,2022-02-12 21:39:48,,,,False,False,False,1.0,,,,,,,False,0.11,0.8,0.88,0.36,1.23,1.26
115388.0,115387.0,37.891247,-122.185946,123 La Espiral B,,,,,,,,,,,,,,,,,,,2022-02-12 21:40:34,,,,False,False,False,0.0,,,,,,,False,,,,,,
84928.0,84927.0,37.764494,-122.478101,1230 20th Ave B,,12.37,,,,,,,,,,,,,,,,,2022-02-12 21:39:31,,,,False,False,False,1.0,,,,,,,False,13.49,14.85,20.56,61.65,34.42,12.61
94346.0,94345.0,34.138132,-118.009183,1230 S Mayflower (Inside) B,,,,,,,,,,,,,,,,,,,2022-02-12 21:40:24,,,,False,False,False,1.0,,,,,,,False,,,,,,
95368.0,95367.0,34.13815,-118.009264,1230 S Mayflower (Outside) B,,0.55,,,,,,,,,,,,,,,,,2022-02-12 21:41:08,,,,False,False,False,0.0,,,,,,,False,0.87,1.29,1.53,3.88,4.19,9.26
32554.0,32553.0,64.90141,-147.75743,"1231 Sundance, Fairbanks B",,2.07,,,,,,,,,,,,,,,,,2022-02-12 21:39:45,,,,False,False,False,1.0,,,,,,,False,7.25,6.63,5.74,5.79,5.34,5.33
129298.0,129297.0,34.019778,-118.295592,1234W 37th PL B,,16.85,,,,,,,,,,,,,,,,,2022-02-12 21:39:47,,,,False,False,False,1.0,,,,,,,False,16.59,12.8,9.91,11.1,14.52,16.0
73354.0,73353.0,37.358045,-122.115569,12380 barley hill rd B,,,,,,,,,,,,,,,,,,,2022-02-12 21:40:50,,,,False,False,False,0.0,,,,,,,False,,,,,,
122606.0,122605.0,37.070068,-122.09385,1240 ESH B,,,,,,,,,,,,,,,,,,,2022-02-12 21:40:04,,,,False,False,False,1.0,,,,,,,False,,,,,,
81646.0,81645.0,37.905276,-122.156156,"1240 Medfield Rd, Lafayette, CA 94549 B",,,,,,,,,,,,,,,,,,,2022-01-18 01:25:18,,,,False,False,False,37216.0,,,,,,,False,,,,,,
121628.0,121627.0,46.604672,-120.445533,125 So 41St B,,0.0,,,,,,,,,,,,,,,,,2022-02-12 21:40:52,,,,False,False,False,0.0,,,,,,,False,0.01,0.17,0.51,1.19,5.27,10.94
69180.0,69179.0,37.526427,-122.356213,1251 laurel hill drive B,,18.21,,,,,,,,,,,,,,,,,2022-02-12 21:40:26,,,,False,False,False,0.0,,,,,,,False,20.11,21.83,21.14,13.43,8.75,9.87
12323.0,12322.0,40.796744,-111.936001,1262 N. Carousel Street B,,33.2,,,,,,,,,,,,,,,,,2022-01-20 21:17:30,,,,False,True,False,33143.0,,,,,,,False,36.77,39.59,40.2,42.91,45.78,26.84
119968.0,119967.0,38.084939,-122.559512,1265 Parkwood Dr B,,25.18,,,,,,,,,,,,,,,,,2022-02-12 21:41:05,,,,False,False,False,0.0,,,,,,,False,26.14,28.79,28.94,16.96,11.03,13.16
91980.0,91979.0,38.699729,-122.935846,1271 Canyon Road B,,4.84,,,,,,,,,,,,,,,,,2022-02-12 21:39:53,,,,False,True,False,1.0,,,,,,,False,4.38,3.53,3.46,4.16,3.31,4.22
129274.0,129273.0,39.942472,-105.150693,1274 S. Weldona Lane B,,,,,,,,,,,,,,,,,,,2022-02-12 21:40:54,,,,False,False,False,0.0,,,,,,,False,,,,,,
114920.0,114919.0,38.966192,-119.930515,128Market B,,0.0,,,,,,,,,,,,,,,,,2022-02-12 21:39:42,,,,False,True,False,1.0,,,,,,,False,0.0,0.0,0.0,0.38,0.34,0.35
123206.0,123205.0,36.988518,-122.001818,129 s park way Santa Cruz CA B,,,,,,,,,,,,,,,,,,,2022-02-12 21:40:20,,,,False,False,False,1.0,,,,,,,False,,,,,,
111110.0,111109.0,42.169849,-122.682983,"1297 Park Street Ashland,Oregon B",,0.06,,,,,,,,,,,,,,,,,2022-02-12 21:40:43,,,,False,False,False,0.0,,,,,,,False,0.08,0.5,1.06,1.29,0.88,0.26
95492.0,95491.0,38.92246,-77.028003,12th & Clifton St NW B,,2.42,,,,,,,,,,,,,,,,,2022-02-12 21:39:44,,,,False,True,False,1.0,,,,,,,False,2.36,2.7,3.49,8.68,9.54,11.38
40576.0,40575.0,37.773378,-122.470067,12th & Fulton B,,,,,,,,,,,,,,,,,,,2022-02-12 21:40:01,,,,False,False,False,1.0,,,,,,,False,,,,,,
40574.0,40573.0,37.773474,-122.470005,12th & Fulton Indoor B,,,,,,,,,,,,,,,,,,,2022-02-12 21:39:37,,,,False,False,False,1.0,,,,,,,False,,,,,,
71326.0,71325.0,37.786258,-122.47124,12th and Lake B,,,,,,,,,,,,,,,,,,,2022-02-12 21:39:28,,,,False,False,False,1.0,,,,,,,False,,,,,,
76744.0,76743.0,36.620426,-121.914676,12th and Lighthouse B,,5.38,,,,,,,,,,,,,,,,,2022-02-12 21:40:17,,,,False,False,False,1.0,,,,,,,False,5.7,6.35,7.86,11.34,11.49,11.67
127536.0,127535.0,40.783015,-111.870338,12th ave B,,,,,,,,,,,,,,,,,,,2022-02-12 21:40:39,,,,False,False,False,0.0,,,,,,,False,,,,,,
